;total_pacotes;total_pacotes_icmp;total_pacotes_udp;total_pacotes_tcp;maior_pacote;menor_pacote;soma_pacotes;total_ips_origem;total_ips_destino;porta_origem_mais_frequente;porta_destino_mais_frequente;has_bot
987;1084;5;209;836;1514;60;788125;160;158;58926.0;51413.0;0
988;1235;8;224;958;1514;60;736973;189;203;58926.0;51413.0;0
989;1124;3;227;858;1514;60;598002;191;203;58926.0;51413.0;0
990;1026;1;179;809;1514;60;689313;143;138;58926.0;51413.0;0
991;1413;6;215;990;1514;60;799424;164;179;80.0;80.0;0
992;1080;7;233;771;1514;60;486301;157;159;80.0;80.0;0
993;1218;6;131;1031;1514;60;656427;157;162;62860.0;27147.0;0
994;1754;3;190;1492;1514;60;1105762;165;168;80.0;80.0;0
995;1807;6;306;1325;1514;60;1072020;177;181;80.0;27147.0;0
996;1460;2;169;1131;1514;60;742467;162;171;62860.0;27147.0;0
997;1431;3;239;1126;1514;60;886448;158;166;62860.0;27147.0;0
998;1257;4;260;956;1514;60;745318;155;154;62860.0;27147.0;0
999;1160;1;207;926;1514;60;686930;147;150;62860.0;27147.0;0
1000;1628;6;492;1085;1514;60;1065457;184;199;62860.0;27147.0;0
1001;1589;2;279;1254;1514;60;981060;160;152;80.0;80.0;0
1002;1311;2;247;945;1514;60;770384;137;154;62860.0;27147.0;0
1003;1366;1;240;1057;1514;60;772699;153;154;62860.0;27147.0;0
1004;1743;8;273;1373;1514;60;1038455;158;171;80.0;80.0;0
1005;1386;4;278;1021;1514;60;766207;157;153;62860.0;27147.0;0
1006;1432;4;287;1085;1514;60;836470;175;185;62860.0;27147.0;0
1007;1403;5;269;1011;1514;60;789788;165;157;62860.0;27147.0;0
1008;1545;4;356;1132;1514;60;914811;166;166;62860.0;27147.0;0
1009;1687;4;269;1349;1514;60;1010963;166;174;80.0;27147.0;0
1010;1205;3;194;951;1514;60;717619;124;127;62860.0;27147.0;0
1011;1673;8;264;1289;1514;60;1067370;143;140;80.0;27147.0;0
1012;1580;4;255;1165;1514;60;966483;158;160;62860.0;27147.0;0
1013;1288;4;246;983;1514;60;775373;151;153;62860.0;27147.0;0
1014;1515;4;350;1094;1514;60;934325;155;153;62860.0;27147.0;0
1015;1411;3;373;997;1514;60;890722;169;172;62860.0;27147.0;0
1016;2560;2;295;2209;1514;60;1855183;156;157;8432.0;8432.0;0
1017;2158;8;344;1744;1514;60;1454339;149;148;8432.0;8432.0;0
1018;1416;4;297;1068;1514;60;790186;172;167;62860.0;27147.0;0
1019;1181;9;197;944;1514;60;716798;127;132;62860.0;27147.0;0
1020;1555;7;338;1171;1514;60;985083;162;172;62860.0;27147.0;0
1021;1519;4;374;1021;1514;60;901342;143;134;62860.0;27147.0;0
1022;1750;12;270;1047;1514;60;913705;143;143;80.0;53.0;0
1023;1538;5;210;1227;1514;60;907542;152;154;80.0;80.0;0
1024;2904;4;235;2515;1514;60;1994128;162;162;8432.0;8432.0;0
1025;2396;2;233;2089;1514;60;1653623;157;153;8432.0;8432.0;0
1026;1596;6;271;1246;1514;60;982567;150;158;80.0;27147.0;0
1027;1644;2;304;1244;1514;60;1015663;159;166;80.0;80.0;0
1028;1658;5;254;1338;1514;60;982368;180;187;80.0;80.0;0
1029;1161;0;232;870;1514;60;710505;147;151;62860.0;27147.0;0
1030;1101;3;284;732;1514;60;527485;165;167;80.0;51413.0;0
1031;1037;0;266;720;1514;60;530461;153;157;58926.0;51413.0;0
1032;1326;4;246;868;1514;60;730204;148;152;58926.0;51413.0;0
1033;1164;2;215;885;1514;60;575119;143;148;58926.0;80.0;0
1034;1068;4;244;774;1514;60;640392;151;157;58926.0;51413.0;0
1035;1218;8;270;830;1514;60;757686;119;122;58926.0;51413.0;0
1036;2397;13;362;1798;1514;60;1529933;176;176;80.0;80.0;0
1037;1617;15;324;1173;1514;60;1044276;159;160;443.0;51413.0;0
1038;1455;11;350;956;1514;60;826898;140;149;80.0;80.0;0
1039;1095;10;294;778;1514;60;744911;128;120;58926.0;51413.0;0
1040;2346;13;236;1996;1514;60;1856340;143;141;80.0;80.0;0
1041;2108;6;341;1615;1514;60;1227613;183;185;80.0;80.0;0
1042;1589;2;344;1167;1514;60;955822;154;153;80.0;80.0;0
1043;1298;2;292;951;1514;60;790206;146;155;58926.0;51413.0;0
1044;1276;2;513;727;1514;60;776654;138;141;60754.0;25037.0;0
1045;1404;0;405;975;1514;60;925471;126;136;80.0;25037.0;0
1046;1907;9;547;971;1514;60;857020;155;156;60754.0;25037.0;0
1047;1355;6;573;711;1514;60;773064;153;149;60754.0;25037.0;0
1048;1335;2;622;617;1514;60;799963;145;151;60754.0;25037.0;0
1049;1742;1;595;1128;1514;60;1016804;123;127;80.0;25037.0;0
1050;2813;3;572;2168;1514;60;1290813;168;172;80.0;51047.0;0
1051;2112;2;525;1510;1514;60;1252301;165;168;80.0;51047.0;0
1052;2442;2;680;1708;1514;60;1144371;158;171;22.0;51047.0;0
1053;2914;5;553;2306;1514;60;1869283;154;162;80.0;3806.0;0
1054;2877;6;612;2195;1514;60;1112247;195;196;22.0;51047.0;0
1055;3894;2;648;3145;1514;60;1677268;157;157;22.0;51047.0;0
1056;3794;4;641;3001;1514;60;1752331;156;154;22.0;51047.0;0
1057;5407;1;560;4781;1514;60;3411296;159;172;80.0;51047.0;0
1058;3407;3;543;2740;1514;60;1697905;163;166;22.0;51047.0;0
1059;2533;4;733;1698;1514;60;1092023;164;177;22.0;51047.0;0
1060;2321;6;506;1735;1514;60;952878;157;162;22.0;51047.0;0
1061;2526;6;636;1798;1514;60;1169638;144;146;22.0;51047.0;0
1062;3654;7;678;2883;1514;60;1874036;141;151;80.0;51047.0;0
1063;2478;5;622;1732;1514;60;1064494;151;160;22.0;51047.0;0
1064;3531;2;561;2841;1514;60;1750315;156;164;22.0;51047.0;0
1065;3082;7;592;2390;1514;60;1246722;171;167;22.0;51047.0;0
1066;2695;3;548;2054;1514;60;1286881;179;186;80.0;51047.0;0
1067;2925;3;374;2496;1514;60;1195165;157;158;22.0;51047.0;0
1068;3619;7;351;3168;1514;60;1837587;179;192;22.0;51047.0;0
1069;4677;3;245;4337;1514;60;2905053;172;172;80.0;80.0;0
1070;4362;3;300;3992;1514;60;3033890;184;197;80.0;50978.0;0
1071;2866;3;188;2600;1514;60;1847832;153;156;80.0;50978.0;0
1072;2875;5;256;2531;1514;60;1138675;144;147;22.0;51047.0;0
1073;2305;6;387;1855;1514;60;1121619;172;179;22.0;51047.0;0
1074;4673;5;209;4303;1514;60;2602791;173;185;80.0;80.0;0
1075;4713;1;187;4330;1514;60;2823779;130;133;80.0;80.0;0
1076;3303;4;274;2950;1514;60;1496118;164;175;22.0;51047.0;0
1077;2219;7;291;1864;1514;60;781134;154;150;22.0;51047.0;0
1078;2750;4;309;2389;1514;60;1198553;165;173;22.0;51047.0;0
1079;2850;6;383;2375;1514;60;977449;138;140;22.0;51047.0;0
1080;3218;6;309;2822;1514;60;1297405;147;156;22.0;51047.0;0
1081;2236;1;251;1945;1514;60;854500;164;156;22.0;51047.0;0
1082;2960;6;376;2505;1514;60;1246739;149;157;22.0;51047.0;0
1083;2857;1;487;2321;1514;60;1269842;161;161;22.0;51047.0;0
1084;1713;2;540;1085;1514;60;1146969;156;165;80.0;80.0;0
1085;2614;6;583;1940;1514;60;1782793;163;162;80.0;80.0;0
1086;2105;3;556;1412;1514;60;1181075;173;182;80.0;80.0;0
1087;2068;2;542;1432;1514;60;1115013;186;181;80.0;80.0;0
1088;1611;3;545;1035;1514;60;1035544;146;149;80.0;80.0;0
1089;1686;0;549;1072;1514;60;881719;144;145;60754.0;25037.0;0
1090;1459;3;602;808;1514;60;824215;157;163;60754.0;25037.0;0
1091;1968;5;639;1278;1514;60;1051238;170;172;80.0;25037.0;0
1092;1470;3;273;1160;1514;60;886843;152;162;80.0;80.0;0
1093;1831;10;475;1260;1514;60;1054245;157;161;80.0;80.0;0
1094;1636;1;236;1331;1514;60;852239;157;162;80.0;51047.0;0
1095;1641;3;207;1366;1514;60;798295;129;137;80.0;51047.0;0
1096;4955;5;245;4595;1514;60;3802315;162;175;80.0;80.0;0
1097;2466;2;286;2072;1514;60;1464018;165;172;80.0;2106.0;0
1098;1714;3;263;1364;1514;60;1001669;147;146;80.0;80.0;0
1099;1660;5;336;1256;1514;60;746006;169;173;22.0;51047.0;0
1100;1551;2;266;1207;1514;60;954175;146;153;8432.0;48570.0;0
1101;1464;4;278;1108;1514;60;524444;176;173;22.0;51047.0;0
1102;1286;6;249;976;1514;60;624578;170;175;443.0;80.0;0
1103;1475;2;218;1185;1514;60;671023;147;151;22.0;51047.0;0
1104;1094;2;213;794;1514;60;442891;136;140;58926.0;51413.0;0
1105;1440;1;252;1105;1514;60;677990;154;157;80.0;80.0;0
1106;1905;6;263;1546;1514;60;860282;165;156;80.0;80.0;0
1107;1371;7;276;1017;1514;60;610626;169;184;80.0;80.0;0
1108;1279;4;270;959;1514;60;570774;149;155;22.0;51047.0;0
1109;1418;3;268;1072;1514;60;801383;143;137;80.0;80.0;0
1110;2138;3;327;1677;1514;60;1189382;172;190;80.0;80.0;0
1111;1585;4;277;1189;1514;60;723035;177;180;80.0;80.0;0
1112;1711;1;246;1392;1514;60;1097547;167;179;80.0;80.0;0
1113;997;2;252;696;1514;60;498798;165;169;58926.0;51413.0;0
1114;2212;2;252;1925;1514;60;1777364;160;167;80.0;43842.0;0
1115;1387;3;244;1080;1514;60;775226;157;156;80.0;80.0;0
1116;1417;4;333;1021;1514;60;823575;165;166;80.0;80.0;0
1117;1255;1;301;890;1514;60;676381;154;157;58926.0;51413.0;0
1118;1399;8;296;1070;1514;60;803325;145;148;80.0;51413.0;0
1119;1385;2;382;923;1514;60;847722;140;143;80.0;51413.0;0
1120;1567;6;351;1136;1514;60;1022098;145;162;993.0;45577.0;0
1121;1265;3;506;710;1514;60;767040;169;171;58926.0;51413.0;0
1122;1564;2;385;1130;1514;60;762562;135;138;22.0;51047.0;0
1123;1496;5;560;895;1514;60;782104;159;162;60754.0;25037.0;0
1124;2043;2;516;1474;1514;60;866860;159;155;22.0;51047.0;0
1125;2160;8;609;1437;1514;60;923480;143;147;22.0;51047.0;1
1126;2082;3;578;1372;1514;60;1108687;163;169;993.0;45577.0;0
1127;1879;3;580;1254;1514;60;1025255;151;151;993.0;45577.0;1
1128;4169;2;591;3514;1514;60;1477058;141;153;993.0;45577.0;0
1129;5324;5;579;4679;1514;60;1471423;160;160;993.0;45577.0;0
1130;5466;4;633;4741;1514;60;1571706;180;188;993.0;45577.0;1
1131;2870;6;595;2208;1514;60;1528481;153;155;993.0;45577.0;0
1132;2474;4;667;1752;1514;60;1655663;163;172;80.0;80.0;0
1133;1962;7;723;1213;1514;60;1393066;166;174;80.0;50501.0;1
1134;2314;5;708;1544;1514;60;1532061;192;197;80.0;80.0;0
1135;2413;5;780;1573;1514;60;1842448;164;166;80.0;80.0;0
1136;2795;9;855;1859;1514;60;2023477;169;174;80.0;80.0;0
1137;3148;12;889;2186;1514;60;1945487;176;180;80.0;80.0;0
1138;3048;9;910;2035;1514;60;1686181;141;136;993.0;45577.0;0
1139;3179;10;829;2293;1514;60;1624143;143;149;993.0;45577.0;0
1140;2455;8;890;1459;1514;60;1397799;156;172;80.0;25037.0;0
1141;2408;1;483;1749;1514;60;1559256;167;168;443.0;50501.0;0
1142;2569;7;524;1890;1514;60;1617244;181;218;80.0;80.0;0
1143;2859;2;513;2278;1514;60;1660731;194;190;80.0;80.0;0
1144;3952;11;935;2895;1514;60;2407000;207;247;80.0;80.0;0
1145;5104;9;899;4088;1514;60;3918397;200;197;80.0;80.0;0
1146;3535;6;888;2490;1514;60;2332315;173;178;80.0;80.0;0
1147;3822;5;879;2842;1514;60;2683978;179;183;80.0;80.0;0
1148;3408;7;842;2509;1514;60;1804702;149;170;993.0;45577.0;0
1149;2468;6;973;1420;1514;60;1784238;144;156;80.0;25037.0;0
1150;2810;6;1183;1585;1514;60;1957003;137;141;60754.0;25037.0;0
1151;3945;7;1050;2839;1514;60;2787720;154;156;80.0;80.0;0
1152;2344;7;625;1641;1514;60;1709471;190;192;80.0;80.0;0
1153;3274;5;591;2610;1514;60;2561178;162;168;80.0;80.0;0
1154;4401;7;1036;3321;1514;60;3384477;190;202;80.0;80.0;0
1155;4512;5;993;3443;1514;60;3896265;155;162;80.0;80.0;0
1156;4067;7;1040;2935;1514;60;3360960;184;186;80.0;80.0;0
1157;3916;7;1036;2813;1514;60;3204641;189;196;80.0;80.0;0
1158;3465;4;1113;2286;1514;60;2884599;160;162;80.0;80.0;0
1159;3323;3;1213;2081;1514;60;2657687;178;182;80.0;25037.0;0
1160;3948;9;562;3279;1514;60;2983484;191;186;80.0;80.0;0
1161;3909;4;815;2997;1514;60;2924693;176;184;80.0;80.0;0
1162;4703;7;1080;3499;1514;60;3427999;165;172;8432.0;8432.0;0
1163;4156;3;1052;3005;1514;60;3420975;163;168;8432.0;8432.0;0
1164;4008;3;1121;2811;1514;60;2974859;163;168;80.0;25037.0;0
1165;3324;2;1107;2137;1514;60;2628880;164;172;443.0;25037.0;0
1166;4699;12;765;3757;1514;60;3912364;172;188;443.0;50466.0;0
1167;4649;3;492;4049;1514;60;3895501;176;169;80.0;80.0;0
1168;4834;3;425;4365;1514;60;3804228;135;139;80.0;25182.0;0
1169;2965;8;382;2487;1514;60;2165451;149;152;80.0;80.0;0
1170;3023;8;497;2447;1514;60;2050917;166;178;80.0;80.0;0
1171;2426;10;484;1827;1514;60;1229635;167;157;993.0;45577.0;0
1172;2344;4;442;1825;1514;60;1631765;134;146;80.0;80.0;0
1173;2990;7;479;2409;1514;60;2004766;166;175;80.0;80.0;0
1174;4118;6;452;3577;1514;60;2825188;149;153;8432.0;8432.0;0
1175;3486;6;486;2941;1514;60;2417790;143;150;80.0;50501.0;0
1176;4341;3;478;3802;1514;60;3067260;176;180;8432.0;8432.0;0
1177;3340;2;473;2776;1514;60;2278160;149;156;80.0;50501.0;0
1178;1815;3;484;1279;1514;60;957234;148;143;7103.0;22.0;0
1179;1631;2;476;1109;1514;60;799455;139;148;7103.0;7295.0;0
1180;3319;3;490;2776;1514;60;2337772;138;146;8432.0;8432.0;0
1181;2103;5;485;1562;1514;60;1199204;143;146;7103.0;7295.0;0
1182;3098;9;435;2605;1514;60;2443977;146;148;8432.0;8432.0;0
1183;1934;10;277;1508;1514;60;1192189;164;183;80.0;80.0;0
1184;1754;6;256;1360;1514;60;883787;151;137;80.0;80.0;0
1185;2438;8;394;1910;1514;60;1460627;182;193;80.0;80.0;0
1186;2213;4;307;1728;1514;60;1445681;184;194;80.0;27174.0;0
1187;1570;0;329;1206;1514;60;988691;150;158;62860.0;27174.0;0
1188;1729;4;299;1302;1514;60;1073542;149;150;62860.0;27174.0;0
1189;1510;3;313;1140;1514;60;899700;164;166;62860.0;27174.0;0
1190;1424;4;298;1078;1514;60;915909;156;158;80.0;27174.0;0
1191;2159;1;314;1798;1514;60;1735686;150;153;80.0;39864.0;0
1192;1876;5;319;1522;1514;60;1162497;157;168;62860.0;27174.0;0
1193;1437;4;327;1017;1514;60;847008;158;159;80.0;27174.0;0
1194;1476;4;305;1115;1514;60;859608;143;148;62860.0;27174.0;0
1195;1456;2;262;1142;1514;60;1004445;138;150;62860.0;27174.0;0
1196;1873;3;326;1474;1514;60;1166622;160;176;62860.0;27174.0;0
1197;1510;1;288;1175;1514;60;812481;139;142;22.0;51047.0;0
1198;1177;5;282;837;1514;60;745502;118;123;62860.0;27174.0;0
1199;2112;0;225;1852;1514;60;1254101;136;137;51047.0;22.0;0
1200;2048;7;200;1803;1514;60;1082440;129;138;51047.0;22.0;0
1201;2197;4;249;1923;1514;60;1274906;140;141;62860.0;27174.0;0
1202;1633;5;280;1219;1514;60;1065355;146;155;62860.0;27174.0;0
1203;2371;1;325;1953;1514;60;1753255;175;181;80.0;27174.0;0
1204;2674;5;297;2311;1514;60;2310363;155;152;80.0;51003.0;0
1205;3899;2;293;3548;1514;60;3282365;161;172;80.0;51003.0;0
1206;1907;6;293;1527;1514;60;1099435;182;181;80.0;80.0;0
1207;2577;2;256;2253;1514;60;1702233;149;157;8432.0;48568.0;0
1208;2376;5;230;2106;1514;60;1812873;152;155;8432.0;48568.0;0
1209;2108;3;261;1781;1514;60;1345237;197;202;62860.0;27174.0;0
1210;2175;5;253;1881;1514;60;1656271;161;169;443.0;3862.0;0
1211;1323;5;240;1030;1514;60;754221;161;169;58926.0;51413.0;0
1212;1742;6;245;1448;1514;60;1120444;174;184;62860.0;27174.0;0
1213;1903;5;262;1586;1514;60;1175220;174;184;62860.0;27174.0;0
1214;1812;6;261;1486;1514;60;1101684;171;175;80.0;51413.0;0
1215;2738;5;286;2402;1514;60;1957584;169;185;80.0;51797.0;0
1216;2344;5;267;2018;1514;60;1893192;189;190;80.0;51797.0;0
1217;1529;4;224;1253;1514;60;1097443;132;143;62860.0;27174.0;0
1218;1956;1;207;1724;1514;60;1400201;128;130;80.0;80.0;0
1219;2236;1;249;1866;1514;60;1505188;131;142;80.0;27174.0;0
1220;1771;4;239;1498;1514;60;1075640;160;173;80.0;51413.0;0
1221;1635;5;253;1249;1514;60;872080;157;158;80.0;51413.0;0
1222;2411;5;282;2002;1514;60;1239983;169;175;80.0;80.0;0
1223;2320;6;271;1963;1514;60;1219140;205;221;80.0;51047.0;0
1224;1561;8;234;1241;1514;60;1105529;149;154;80.0;51413.0;0
1225;2678;7;219;2414;1514;60;2557041;142;155;80.0;51842.0;0
1226;5095;8;207;4801;1514;60;5604355;159;164;80.0;51842.0;0
1227;4047;2;171;3848;1514;60;4275630;162;167;80.0;51842.0;0
1228;3123;1;139;2895;1514;60;2342619;157;163;80.0;80.0;0
1229;2130;5;129;1870;1514;60;1423012;152;176;80.0;80.0;0
1230;2265;3;232;1863;1514;60;1603492;174;171;80.0;80.0;0
1231;2281;2;136;2025;1514;60;1768856;171;177;80.0;80.0;0
1232;1901;4;119;1652;1514;60;1132462;163;169;80.0;80.0;0
1233;1663;3;284;1214;1514;60;1043402;171;174;80.0;51413.0;0
1234;1286;4;368;857;1514;60;859493;138;149;58926.0;51413.0;0
1235;2032;5;348;1637;1514;60;1408982;141;153;80.0;80.0;0
1236;3051;3;530;2460;1514;60;2334893;165;180;80.0;80.0;0
1237;2287;3;561;1691;1514;60;1560081;152;154;80.0;25037.0;0
1238;1381;0;190;1141;1514;60;822636;158;151;58926.0;51413.0;0
1239;2329;4;484;1727;1514;60;1313510;156;168;22.0;51047.0;0
1240;2525;7;506;1918;1514;60;1306831;144;145;22.0;51047.0;0
1241;2479;2;639;1751;1514;60;1481896;149;156;80.0;25037.0;0
1242;1759;5;717;980;1514;60;1061711;150;159;60754.0;25037.0;0
1243;3891;2;538;3318;1514;60;3447410;148;158;524.0;1029.0;0
1244;1359;3;175;1126;1514;60;803386;142;151;80.0;51413.0;0
1245;2172;4;492;1589;1514;60;1508219;144;153;80.0;80.0;0
1246;1932;2;638;1226;1514;60;1327438;158;166;80.0;25037.0;0
1247;2542;5;725;1740;1514;60;1992968;145;151;80.0;80.0;0
1248;2068;8;691;1170;1514;60;1288700;165;168;80.0;25037.0;0
1249;1754;1;803;879;1514;60;1249108;134;141;60754.0;25037.0;0
1250;1624;12;661;765;1514;60;994514;150;156;60754.0;25037.0;0
1251;1813;0;696;1024;1514;60;1181680;145;149;80.0;25037.0;0
1252;2200;6;901;1116;1514;60;1330899;142;152;60754.0;25037.0;0
1253;3538;2;867;2588;1514;60;2747822;157;162;8432.0;8432.0;0
1254;2625;5;814;1740;1514;60;1381539;151;155;22.0;22.0;0
1255;2632;2;943;1565;1514;60;1394505;162;176;80.0;25037.0;0
1256;2529;3;1086;1391;1514;60;1407539;171;176;60754.0;25037.0;0
1257;2318;1;984;1204;1514;60;1584738;140;147;60754.0;25037.0;0
1258;2688;7;772;1818;1514;60;1762658;159;169;80.0;41913.0;0
1259;1446;4;673;650;1514;60;801499;138;145;60754.0;25037.0;0
1260;1798;5;936;766;1514;60;1187050;148;152;60754.0;25037.0;0
1261;1674;5;960;673;1514;60;1184431;139;150;60754.0;25037.0;0
1262;1943;4;843;779;1514;60;1198677;143;159;60754.0;25037.0;0
1263;1851;6;976;821;1514;60;1263604;159;164;60754.0;25037.0;0
1264;1729;6;960;743;1514;60;1235780;152;157;60754.0;25037.0;0
1265;1825;5;923;822;1514;60;1180271;152;163;60754.0;25037.0;0
1266;2206;5;848;1224;1514;60;1484784;194;205;80.0;80.0;0
1267;1904;2;1054;818;1514;60;1370925;187;183;60754.0;25037.0;0
1268;2463;3;939;1453;1514;60;1673956;176;183;80.0;25037.0;0
1269;2103;3;1008;1048;1514;60;1524571;173;172;60754.0;25037.0;0
1270;2177;4;1077;1047;1514;60;1509715;203;215;60754.0;25037.0;0
1271;2094;7;969;1048;1514;60;1329308;194;201;60754.0;25037.0;0
1272;2341;5;1029;1239;1514;60;1595314;164;176;60754.0;25037.0;0
1273;1670;5;787;817;1514;60;1165186;158;157;60754.0;25037.0;0
1274;2161;3;946;1153;1514;60;1417479;166;186;60754.0;25037.0;0
1275;2109;8;1095;957;1514;60;1506985;155;163;60754.0;25037.0;0
1276;3382;2;1121;2167;1514;60;2565229;181;203;8432.0;8432.0;0
1277;2854;4;989;1812;1514;60;2074273;178;184;8432.0;25037.0;0
1278;2605;5;982;1570;1514;60;1812429;148;151;60754.0;25037.0;0
1279;2512;5;967;1494;1514;60;1750951;159;165;60754.0;25037.0;0
1280;2209;7;1014;1148;1514;60;1388209;167;173;60754.0;25037.0;0
1281;1824;2;1009;727;1514;60;1244722;159;165;60754.0;25037.0;0
1282;2177;2;1042;1084;1514;60;1551261;148;165;60754.0;25037.0;0
1283;1706;6;800;865;1514;60;1117606;131;136;60754.0;25037.0;0
1284;2030;7;992;991;1514;60;1575008;152;164;60754.0;25037.0;0
1285;2055;12;1087;940;1514;60;1523320;159;172;60754.0;25037.0;0
1286;1987;7;1133;783;1514;60;1435682;163;175;60754.0;25037.0;0
1287;2364;5;1137;1112;1514;60;1628737;170;170;60754.0;25037.0;0
1288;2038;8;810;1160;1514;60;1441173;185;199;58926.0;51413.0;0
1289;2188;11;1098;1023;1514;60;1659567;178;177;60754.0;25037.0;0
1290;2310;6;1187;1066;1514;60;1668633;167;190;60754.0;25037.0;0
1291;1976;10;1125;783;1514;60;1480581;159;163;60754.0;25037.0;0
1292;2731;8;997;1691;1514;60;2149734;156;182;8432.0;25037.0;0
1293;3253;6;1039;2153;1514;60;2525610;171;182;8432.0;8432.0;0
1294;2376;3;1084;1228;1514;60;1646463;180;193;60754.0;25037.0;0
1295;2272;8;1211;1016;1514;60;1709456;217;227;60754.0;25037.0;0
1296;2407;6;1132;1220;1514;60;1820674;171;174;60754.0;25037.0;0
1297;2365;4;1083;1194;1514;60;1821717;159;175;60754.0;25037.0;0
1298;1920;2;1007;893;1514;60;1442603;170;180;60754.0;25037.0;0
1299;1943;0;983;912;1514;60;1488535;170;176;60754.0;25037.0;0
1300;2377;9;1201;1089;1514;60;1654251;174;201;60754.0;25037.0;0
1301;2315;5;952;1223;1514;60;1710856;164;167;80.0;51413.0;0
1302;2669;15;1213;1324;1514;60;1931805;179;206;60754.0;25037.0;0
1303;2398;3;1285;1079;1514;60;1772367;183;182;60754.0;25037.0;0
1304;2215;3;1102;1070;1514;60;1493105;190;205;7103.0;25037.0;0
1305;2048;6;1017;966;1514;60;1528485;163;164;60754.0;25037.0;0
1306;1990;6;1022;920;1514;60;1412867;187;230;60754.0;25037.0;0
1307;1905;6;903;890;1514;60;1354894;171;182;60754.0;25037.0;0
1308;1971;5;932;978;1514;60;1366193;186;183;60754.0;25037.0;0
1309;2256;7;727;1484;1514;60;1801132;146;156;80.0;49372.0;0
1310;2234;8;403;1733;1514;60;1695211;169;175;80.0;49372.0;0
1311;3281;3;420;2807;1514;60;2497011;172;175;80.0;49372.0;0
1312;1494;8;425;997;1514;60;1060717;147;166;58926.0;51413.0;0
1313;6721;5;385;6293;1514;60;6053244;151;166;80.0;49372.0;0
1314;3156;4;383;2698;1514;60;2626531;140;152;80.0;49372.0;0
1315;1771;5;393;1327;1514;60;1390308;158;150;58926.0;51413.0;0
1316;1818;3;378;1383;1514;60;1478396;146;163;58926.0;51413.0;0
1317;1577;1;397;1107;1514;60;1161456;159;156;7103.0;51413.0;0
1318;1725;7;399;1241;1514;60;1318754;152;164;58926.0;51413.0;0
1319;2181;6;423;1700;1514;60;1578774;154;173;443.0;51413.0;0
1320;1774;6;404;1290;1514;60;1264024;152;150;58926.0;51413.0;0
1321;1603;5;445;1101;1514;60;1181293;178;184;58926.0;51413.0;0
1322;1791;7;416;1287;1514;60;1243711;163;171;7103.0;51413.0;0
1323;2834;3;389;2369;1514;60;2205860;181;180;8432.0;8432.0;0
1324;2356;3;416;1819;1514;60;1638120;175;181;8432.0;8432.0;0
1325;1560;2;415;1116;1514;60;1013895;183;187;7103.0;51413.0;0
1326;1979;6;424;1491;1514;60;1469154;195;202;80.0;51413.0;0
1327;1752;7;420;1277;1514;60;1287626;192;185;7103.0;27184.0;0
1328;1632;3;418;1160;1514;60;1214798;158;155;7103.0;27184.0;0
1329;1614;3;394;1176;1514;60;1227679;129;138;7103.0;27184.0;0
1330;1704;6;371;1297;1514;60;1218415;143;148;62860.0;27184.0;0
1331;1892;4;368;1486;1514;60;1571280;148;149;62860.0;27184.0;0
1332;1644;3;387;1193;1514;60;1283582;138;141;62860.0;27184.0;0
1333;1818;3;411;1315;1514;60;1404433;140;145;62860.0;27184.0;0
1334;2164;4;404;1712;1514;60;1782739;150;159;80.0;27184.0;0
1335;1907;3;296;1513;1514;60;1458163;137;134;62860.0;27184.0;0
1336;2268;5;323;1870;1514;60;1619694;170;182;62860.0;27184.0;0
1337;1907;0;285;1577;1514;60;1508907;154;162;80.0;27184.0;0
1338;2205;2;447;1670;1514;60;1842405;174;189;80.0;27184.0;0
1339;1790;1;333;1417;1514;60;1349047;162;172;62860.0;27184.0;0
1340;1699;4;294;1384;1514;60;1225474;160;172;62860.0;27184.0;0
1341;1556;2;344;1155;1514;60;1128237;153;161;62860.0;27184.0;0
1342;1609;6;258;1297;1514;60;1256826;145;155;62860.0;27184.0;0
1343;1615;2;360;1199;1514;60;1285646;122;127;62860.0;27184.0;0
1344;1844;8;362;1409;1514;60;1356317;146;154;62860.0;27184.0;0
1345;1483;3;402;1034;1514;60;1082283;129;143;7103.0;51413.0;0
1346;1665;14;423;1170;1514;60;1180359;168;177;7103.0;51413.0;0
1347;1905;11;342;1505;1514;60;1307840;154;163;62860.0;27184.0;0
1348;1290;10;199;946;1514;60;839756;139;144;58926.0;51413.0;0
1349;1107;11;222;837;1514;60;767825;147;146;58926.0;51413.0;0
1350;1662;7;422;1162;1514;60;1086560;162;169;80.0;80.0;0
1351;1368;8;287;1030;1514;60;911251;169;171;58926.0;51413.0;0
1352;1239;3;274;941;1514;60;838151;153;161;58926.0;51413.0;0
1353;1534;4;375;1077;1514;60;1055382;171;177;58926.0;51413.0;0
1354;1427;2;286;1106;1514;60;1017493;153;174;58926.0;51413.0;0
1355;1318;3;210;1077;1514;60;789021;164;163;58926.0;51413.0;0
1356;1388;1;160;1194;1514;60;875960;161;166;80.0;80.0;0
1357;1471;7;115;1214;1514;60;991268;147;161;58926.0;51413.0;0
1358;1083;0;213;816;1514;60;761331;142;139;58926.0;51413.0;0
1359;1042;5;153;831;1514;60;597632;163;172;58926.0;51413.0;0
1360;1339;2;199;1106;1514;60;997051;149;157;58926.0;51413.0;0
1361;1673;3;554;1075;1514;60;1119216;172;184;7103.0;51413.0;0
1362;1458;2;438;969;1514;60;998035;147;147;58926.0;51413.0;0
1363;1758;2;580;1090;1514;60;1191942;161;165;7103.0;51413.0;0
