;time;IPO_entropy;IPO_complexity;IPO_fisher_shanon;IPO_edge_entropy;IPO_edge_complexity;IPO_edge_fisher_shannon;IPO_number_nodes;IPO_self_transition;IPD_entropy;IPD_complexity;IPD_fisher_shanon;IPD_edge_entropy;IPD_edge_complexity;IPD_edge_fisher_shannon;IPD_number_nodes;IPD_self_transition;TP_entropy;TP_complexity;TP_fisher_shanon;TP_edge_entropy;TP_edge_complexity;TP_edge_fisher_shannon;TP_number_nodes;TP_self_transition;TP_ICMP_entropy;TP_ICMP_complexity;TP_ICMP_fisher_shanon;TP_ICMP_edge_entropy;TP_ICMP_edge_complexity;TP_ICMP_edge_fisher_shannon;TP_ICMP_number_nodes;TP_ICMP_self_transition;TP_TCP_entropy;TP_TCP_complexity;TP_TCP_fisher_shanon;TP_TCP_edge_entropy;TP_TCP_edge_complexity;TP_TCP_edge_fisher_shannon;TP_TCP_number_nodes;TP_TCP_self_transition
182;[135, 183];0.9636326324663973;0.03515481252363266;0.0344741634913424;0.9681905137485697;0.0323963030603238;0.009735478203123343;16.0;0.1111111111111111;0.9747495238793237;0.023921754859127165;0.022062041297171563;0.9540749224117155;0.03951020301936169;0.022514822655441375;17.0;0.11111111111111112;0.9941482710648061;0.005773492445899314;0.0024226656504614664;0.9566504715755689;0.042706726936618866;0.011479671980398148;17.0;0.08888888888888889;0.9702749069908772;0.02884307104120605;0.018771805643477725;0.8856014073204163;0.13030509801016818;0.11719876782219181;17.0;0.13333333333333333;0.9751609261577058;0.0248828979331118;0.021296401903588946;0.9566504715755689;0.04270672693661933;0.03266882166011696;17.0;0.044444444444444446
183;[136, 184];0.9603005650288958;0.037643994796931084;0.03376231132207351;0.9681905137485697;0.0323963030603238;0.009735478203123343;16.0;0.1111111111111111;0.9800409174590822;0.01863562706094137;0.014311134026313305;0.9371817816183551;0.06242652599135037;0.03811978464829939;17.0;0.11111111111111112;0.9956688504133301;0.004317087184806331;0.003607536711831872;0.937181781618355;0.062426525991350366;0.022649730810374233;17.0;0.08888888888888889;0.9640713792601304;0.033882814419942266;0.01962264138587383;0.8856014073204163;0.13030509801016818;0.11719876782219181;17.0;0.13333333333333333;0.9725947309701068;0.02702620853017901;0.023980820512251304;0.9546444483376653;0.043298804452513086;0.0350023089215539;16.0;0.044444444444444446
184;[137, 185];0.9531628193409805;0.04318186784551542;0.03869708735577951;0.9681905137485697;0.0323963030603238;0.009735478203123343;16.0;0.13333333333333333;0.9817801243852844;0.016902801709593136;0.013531737468047351;0.9566504715755689;0.042706726936618866;0.02934295147580633;17.0;0.11111111111111112;0.99566885041333;0.004317087184806331;0.0026062140954381547;0.9245387872348441;0.0722413274531343;0.058602942357991;17.0;0.08888888888888889;0.9655919586086543;0.032515281468226076;0.014581241664920613;0.8856014073204163;0.13030509801016818;0.11719876782219181;17.0;0.13333333333333333;0.9693349446953805;0.03010562108428416;0.02791795688746341;0.9546444483376653;0.043298804452513086;0.0350023089215539;16.0;0.044444444444444446
185;[138, 186];0.9640713792601304;0.033882814419942266;0.027179228305880904;0.9681905137485697;0.0323963030603238;0.016951229234097902;16.0;0.13333333333333333;0.9887106155839619;0.010656995656582655;0.006815600190967088;0.9566504715755689;0.04270672693661933;0.04078114315939366;17.0;0.11111111111111112;0.9918980361820954;0.008322562646982118;0.004133984900536329;0.937181781618355;0.062426525991350366;0.022649730810374233;17.0;0.08888888888888889;0.9702749069908772;0.02884307104120605;0.015143739454767205;0.8856014073204163;0.1303050980101671;0.10912792661972595;17.0;0.11111111111111112;0.9559687230606227;0.043764331961015396;0.03875934174948862;0.8850355544046856;0.09799017286575622;0.08985983921346616;15.0;0.044444444444444446
186;[139, 187];0.9718057824233031;0.02593750156237027;0.019122355247383736;0.9681905137485697;0.0323963030603238;0.016951229234097902;16.0;0.13333333333333333;0.9904498225101643;0.008894251466710353;0.004892078534953867;0.8314454838586239;0.16576716623440743;0.23115907417902354;17.0;0.11111111111111112;0.9903774568335715;0.009767253284418189;0.008390130141747961;0.8856014073204163;0.1303050980101671;0.07242724280527114;17.0;0.08888888888888889;0.9739456119148283;0.025867191242842532;0.013574578628516937;0.8982444017039272;0.12181148252849962;0.09999999999999999;17.0;0.11111111111111112;0.9470066245569133;0.05158714337470864;0.047856669450803316;0.6457270990975926;0.2536333868070488;0.37065072689599576;15.0;0.044444444444444446
187;[140, 188];0.9738373897283352;0.02379474032537046;0.01848589731098728;0.9566504715755689;0.04270672693661957;0.03196282969008977;17.0;0.15555555555555556;0.9887106155839619;0.010656995656582655;0.006092161787919015;0.9024945481137767;0.08743076962144618;0.06994369202542304;17.0;0.13333333333333333;0.9888568774850476;0.011207468523059911;0.009071482632893207;0.8340210330224773;0.15811503680854058;0.10912792661972595;17.0;0.08888888888888889;0.9725947309701068;0.02702620853017901;0.017106427612888293;0.8982444017039272;0.12181148252849962;0.09999999999999999;17.0;0.11111111111111112;0.9380445260532037;0.059254125198599426;0.05534411684969126;0.6457270990975926;0.2536333868070488;0.37065072689599576;15.0;0.044444444444444446
188;[141, 189];0.9817801243852844;0.016902801709593136;0.013950417937441695;0.9566504715755689;0.04270672693661957;0.03196282969008977;17.0;0.17777777777777778;0.9945365970462874;0.0052087589155301985;0.0032627165458991698;0.8314454838586239;0.16576716623440663;0.2099699244993047;17.0;0.13333333333333333;0.9903774568335715;0.009767253284418189;0.006180722270531442;0.8340210330224773;0.15811503680854058;0.15385797133983575;17.0;0.08888888888888889;0.9633152838714719;0.03734500775854951;0.023951025262984413;0.8576611402529865;0.1510811565075869;0.1314104258682581;16.0;0.08888888888888889;0.9470066245569133;0.05158714337470887;0.047709794881954024;0.6457270990975926;0.2536333868070488;0.37065072689599576;15.0;0.044444444444444446
189;[142, 190];0.9797485170802525;0.01907814497204684;0.01894182559543011;0.9245387872348441;0.0722413274531343;0.058602942357991;17.0;0.17777777777777778;0.9887106155839619;0.01065699565658314;0.008954480943658624;0.9151375424972878;0.07810698566609237;0.03205015225670738;17.0;0.13333333333333333;0.9918980361820955;0.00832256264698212;0.0044539550257848;0.8145523430652634;0.17231900802393277;0.15957706718162945;17.0;0.06666666666666667;0.9516523281391992;0.05123372025990511;0.028803946336203128;0.8920665163323347;0.1261486654880414;0.11435860817383169;16.0;0.08888888888888889;0.9559687230606227;0.043764331961015396;0.03875934174948862;0.8850355544046856;0.09799017286575622;0.08985983921346616;15.0;0.044444444444444446
190;[143, 191];0.9718057824233031;0.02593750156237027;0.024133575321270497;0.9566504715755689;0.04270672693661957;0.03196282969008977;17.0;0.17777777777777778;0.983519331311487;0.01516371984605215;0.01160821581203413;0.956650471575569;0.04270672693661887;0.017198767822191815;17.0;0.15555555555555556;0.9956688504133301;0.004317087184806331;0.002563461906510164;0.885601407320416;0.09657933898699345;0.02624373384829612;17.0;0.06666666666666667;0.9483925418644729;0.054159731636077;0.03729401934866033;0.8920665163323347;0.12614866548804074;0.07503644694405869;16.0;0.08888888888888889;0.9614773559280229;0.037358522183706125;0.033853967545700206;0.8467132018086354;0.1551882643916763;0.21969139123697723;14.0;0.044444444444444446
191;[144, 192];0.9629288298091854;0.03330984662777803;0.03000375636088589;0.9566504715755689;0.04270672693661957;0.03196282969008977;17.0;0.2;0.9755765966545377;0.02208249755524184;0.015782979096708102;0.956650471575569;0.04270672693661887;0.03271030195692779;17.0;0.17777777777777778;0.9956688504133301;0.004317087184806331;0.00324481439765541;0.885601407320416;0.09657933898699345;0.02624373384829612;17.0;0.06666666666666667;0.9483925418644729;0.054159731636077;0.03936894341095407;0.8785204509214299;0.13468333864757598;0.09954685769460297;16.0;0.08888888888888889;0.960372846191671;0.03817657655773749;0.036651074340332726;0.8868528072345416;0.129247644263581;0.21675170953613698;14.0;0.044444444444444446
192;[145, 193];0.9685459961485767;0.029017912412442115;0.029217028554237086;0.9566504715755689;0.04270672693661957;0.03196282969008977;17.0;0.2;0.9817801243852844;0.016902801709593136;0.013950417937441695;0.9755037590061086;0.021956753810735745;0.012255205375272145;16.0;0.17777777777777778;0.9941482710648063;0.005773492445899315;0.0024654178393894565;0.9346062324545016;0.05923630142030885;0.023273319084214327;17.0;0.06666666666666667;0.9458263466768738;0.056161183915493296;0.0366542462129307;0.8785204509214299;0.13468333864757598;0.09954685769460297;16.0;0.08888888888888889;0.9673033373903484;0.032224767363485174;0.030169086014085744;0.8868528072345416;0.129247644263581;0.21675170953613698;14.0;0.044444444444444446
193;[146, 194];0.9718057824233031;0.02593750156237027;0.02455225579066484;0.9566504715755689;0.04270672693661957;0.03196282969008977;17.0;0.2;0.97800931015405;0.020803392471482128;0.02019586077830829;0.9473312030801263;0.053342799236519675;0.038278456061588945;16.0;0.17777777777777778;0.9927973901200849;0.00698536308091575;0.0048928772327031045;0.9245387872348442;0.07224132745313522;0.06263480451232883;17.0;0.06666666666666667;0.9447218369405218;0.0569425398437071;0.03442606948212579;0.8785204509214299;0.13468333864757598;0.09954685769460297;16.0;0.1111111111111111;0.9693349446953805;0.03010562108428416;0.02791795688746341;0.9355245321275765;0.05836097644909998;0.035744349011210395;14.0;0.044444444444444446
194;[147, 195];0.9718057824233031;0.02593750156237027;0.02455225579066484;0.96929346595908;0.03209829420167817;0.009086446322915125;17.0;0.2;0.97800931015405;0.020803392471482128;0.02019586077830829;0.8785204509214299;0.09829273765383936;0.09341925500696688;16.0;0.17777777777777778;0.9875059965403264;0.012405372984442633;0.005693278766696468;0.9371817816183551;0.06242652599135037;0.040513010305782415;17.0;0.044444444444444446;0.9483925418644729;0.054159731636077;0.03729401934866033;0.8920665163323347;0.12614866548804074;0.07503644694405869;16.0;0.08888888888888889;0.9617947045229482;0.03870144566592769;0.03416388434048491;0.8223773393621179;0.13030216898601021;0.10184026103921935;14.0;0.044444444444444446
195;[148, 196];0.958454212920739;0.03812489600992879;0.03984617178460184;0.9024945481137767;0.08743076962144639;0.07872453935594935;17.0;0.2;0.9655919586086543;0.03251528146822584;0.03453154126651024;0.9546444483376652;0.043298804452513315;0.04112991160918996;16.0;0.17777777777777778;0.9812921727256775;0.019180588996729833;0.01096589413963383;0.9346062324545015;0.05923630142030885;0.04374545263197102;17.0;0.044444444444444446;0.9483925418644729;0.054159731636077;0.03936894341095407;0.8785204509214299;0.13468333864757598;0.08481636832233648;16.0;0.06666666666666667;0.9617947045229482;0.03870144566592769;0.03416388434048491;0.9355245321275765;0.05836097644909998;0.035744349011210395;14.0;0.044444444444444446
196;[149, 197];0.9629288298091854;0.03330984662777803;0.03000375636088589;0.8094012447375565;0.17653960062516644;0.2840820744860097;17.0;0.2;0.9718057824233031;0.02593750156237027;0.02455225579066484;0.8856014073204163;0.1303050980101671;0.21719876782219177;17.0;0.17777777777777778;0.9841636330189226;0.016579301783544744;0.008099630478923462;0.96929346595908;0.032098294201678645;0.024597980457651103;17.0;0.044444444444444446;0.9497434228091943;0.05307005496263107;0.039890811061500456;0.8785204509214299;0.13468333864757598;0.08481636832233648;16.0;0.06666666666666667;0.9633152838714721;0.03734500775854928;0.03188414133065823;0.9355245321275765;0.05836097644909998;0.035744349011210395;14.0;0.044444444444444446
197;[150, 198];0.9629288298091854;0.03330984662777803;0.027057742517047657;0.9024945481137767;0.08743076962144639;0.07872453935594935;17.0;0.2;0.9700665754971006;0.027635909968393185;0.022441596660310443;0.8408467285961803;0.16157707177695182;0.21143819168358727;17.0;0.17777777777777778;0.9826430536703987;0.01799975307834459;0.00918645747317316;0.8729584129369051;0.13850724725576719;0.10337446737491165;17.0;0.06666666666666667;0.9460727178852434;0.05586165181890569;0.04061500926693878;0.8785204509214299;0.13468333864757598;0.08481636832233648;16.0;0.06666666666666667;0.9679259510909197;0.03316920376511705;0.02942721871872686;0.733566009043177;0.2049185185360286;0.3363248654051872;14.0;0.044444444444444446
198;[151, 199];0.9646680367353876;0.031634891989123864;0.02555290133042878;0.8303663197842321;0.1315019535724593;0.11723297174735059;17.0;0.2;0.9718057824233033;0.025937501562370277;0.02166220010204449;0.9245387872348442;0.07224132745313522;0.06263480451232883;17.0;0.17777777777777778;0.9797715933771534;0.020592708793028002;0.0077187854788027255;0.9566504715755689;0.042706726936618866;0.013872897637881174;17.0;0.06666666666666667;0.9497434228091943;0.05307005496263107;0.039890811061500456;0.8785204509214299;0.13468333864757598;0.08481636832233648;16.0;0.06666666666666667;0.9704921462785189;0.031053126561275;0.024247233428294483;0.8223773393621179;0.13030216898601021;0.10184026103921935;14.0;0.044444444444444446
199;[152, 200];0.96669964404042;0.029520633573886;0.018567563297401318;0.9050700972776302;0.07881904030269897;0.0471647506744037;17.0;0.2;0.9629288298091854;0.03330984662777803;0.025915623644605243;0.9245387872348442;0.07224132745313522;0.06263480451232883;17.0;0.17777777777777778;0.9875059965403262;0.012405372984442631;0.005330556452520005;0.8729584129369051;0.13850724725576805;0.16294441766275086;17.0;0.06666666666666667;0.9530032090839206;0.050135620971964646;0.030585873038418414;0.8785204509214299;0.13468333864757598;0.08481636832233648;16.0;0.06666666666666667;0.9797715933771536;0.020592708793028245;0.01633386447748547;0.8223773393621179;0.13030216898601021;0.10184026103921935;14.0;0.044444444444444446
200;[153, 201];0.9738373897283352;0.02379474032537046;0.01530834047209588;0.956650471575569;0.04270672693661887;0.03271030195692779;17.0;0.2;0.9700665754971006;0.027635909968393185;0.022441596660310443;0.9245387872348442;0.07224132745313522;0.06263480451232883;17.0;0.15555555555555556;0.9857667896141238;0.014156591822020581;0.011503487004982401;0.8856014073204163;0.1303050980101671;0.10912792661972595;17.0;0.06666666666666667;0.9483925418644729;0.054159731636077;0.0383115304955915;0.8785204509214299;0.13468333864757598;0.08481636832233648;16.0;0.06666666666666667;0.9772053981895547;0.022758035260237255;0.023117034613260846;0.7948220404607836;0.18173766648056053;0.2252878408487619;14.0;0.044444444444444446
201;[154, 202];0.9738373897283352;0.02379474032537046;0.01692509796915052;0.8893069993710631;0.09813669581749143;0.06649030222042507;16.0;0.2;0.97800931015405;0.020803392471482128;0.017668527403864404;0.9245387872348442;0.07224132745313522;0.06263480451232883;17.0;0.15555555555555556;0.9832005944265249;0.016352616390075517;0.016138511415324193;0.8145523430652634;0.17231900802393277;0.12291786366398548;17.0;0.06666666666666667;0.9530032090839206;0.050135620971964646;0.030585873038418414;0.8785204509214299;0.13468333864757598;0.08481636832233648;16.0;0.06666666666666667;0.9725947309701068;0.02702620853017901;0.02858564345261931;0.8625169447880242;0.14712370492236568;0.11281130250483563;14.0;0.044444444444444446
202;[155, 203];0.9629288298091854;0.03330984662777803;0.022447811375079875;0.9681905137485697;0.0323963030603238;0.016951229234097902;16.0;0.2;0.9718057824233033;0.025937501562370277;0.02166220010204449;0.8534897229796914;0.15416855380450745;0.18931639747704082;17.0;0.15555555555555556;0.981680015078001;0.017771975960086075;0.020763959593921622;0.8661327173632023;0.11348422351612474;0.07074712601160554;17.0;0.06666666666666667;0.9497434228091943;0.05307005496263107;0.039890811061500456;0.8785204509214299;0.13468333864757598;0.08481636832233648;16.0;0.06666666666666667;0.9656642397714295;0.033050382552069414;0.034426069482125794;0.8065735963827292;0.17811474317291684;0.17381553646890874;14.0;0.044444444444444446
203;[156, 204];0.9511529000428125;0.043141201340998275;0.029983186041461107;0.9337851376692214;0.06368767510851152;0.04801393426471231;16.0;0.22222222222222224;0.9646680367353876;0.031634891989123864;0.02555290133042878;0.8534897229796914;0.15416855380450745;0.18931639747704082;17.0;0.15555555555555556;0.9875059965403264;0.012405372984442633;0.012181634465631789;0.9245387872348441;0.07224132745313476;0.03266882166011696;17.0;0.06666666666666667;0.9460727178852434;0.05586165181890569;0.04061500926693878;0.8734192714589268;0.13735883353869802;0.08356989554454365;15.0;0.06666666666666667;0.9656642397714295;0.033050382552069414;0.034426069482125794;0.8625169447880242;0.14712370492236568;0.11281130250483563;14.0;0.044444444444444446
204;[157, 205];0.9549237142740469;0.03944032689590848;0.025182179663649242;0.8757609339601583;0.10705928250739702;0.12665908839897436;16.0;0.22222222222222224;0.96669964404042;0.029520633573886;0.01898624376679566;0.8635571681993488;0.14324384275544563;0.24853581121508178;17.0;0.15555555555555556;0.9846345362470809;0.015027985796928727;0.018024595480701275;0.9566504715755689;0.042706726936618866;0.011479671980398148;17.0;0.06666666666666667;0.9234506090779094;0.08187530066477398;0.05550065915277948;0.8734192714589268;0.13735883353869802;0.08356989554454365;15.0;0.06666666666666667;0.9556898978094481;0.041762754058213336;0.04561506793413385;0.8625169447880242;0.14712370492236568;0.11281130250483563;14.0;0.044444444444444446
205;[158, 206];0.9487098904593982;0.04580940681485051;0.0336606381685382;0.8204962472123667;0.17013020891482739;0.3286895973094165;16.0;0.22222222222222224;0.96669964404042;0.029520633573886;0.01898624376679566;0.9546444483376652;0.043298804452513315;0.04801393426471231;16.0;0.15555555555555556;0.9875059965403262;0.012405372984442631;0.015315419192572679;0.8635571681993488;0.14324384275544563;0.20101661672273502;17.0;0.06666666666666667;0.9155930203105519;0.08831779596902639;0.06455584582914557;0.8255197379070639;0.16589883345222917;0.13399755593126694;15.0;0.08888888888888889;0.9603005650288959;0.037643994796930855;0.04307159417497601;0.6888580120694644;0.21290417177710855;0.20333626054685955;14.0;0.044444444444444446
206;[159, 207];0.9361245044922346;0.05578491019234015;0.04386508601794593;0.7996369365439233;0.18407499204038125;0.378559314811604;16.0;0.22222222222222224;0.9569553215790793;0.037365337716994955;0.022862730927807443;0.9699870314266159;0.030004308271133782;0.014369765543119136;15.0;0.15555555555555556;0.9875059965403262;0.012405372984442631;0.013870148479944906;0.9151375424972878;0.07810698566609281;0.03541750273782884;17.0;0.06666666666666667;0.9155930203105519;0.08831779596902639;0.06455584582914557;0.9074994274322401;0.07887823108827346;0.04577551174710273;15.0;0.08888888888888889;0.9665040927596427;0.03264983817295567;0.0381695037286322;0.8191579029073012;0.166956331334232;0.1257746012571192;14.0;0.06666666666666667
207;[160, 208];0.9172716887164292;0.07182873121459746;0.05651193004891239;0.7099668737167832;0.2485200315499235;0.4117094301785864;16.0;0.24444444444444446;0.9443699356119157;0.04755034664545484;0.028869455919742402;0.9699870314266159;0.030004308271133782;0.024496880742149587;15.0;0.17777777777777778;0.9895376038453586;0.010198490045190713;0.015373474173857822;0.9151375424972878;0.07810698566609281;0.03541750273782884;17.0;0.06666666666666667;0.9155930203105519;0.08831779596902639;0.06455584582914557;0.9074994274322401;0.07887823108827346;0.04577551174710273;15.0;0.08888888888888889;0.9665040927596427;0.03264983817295567;0.0381695037286322;0.8191579029073012;0.166956331334232;0.1257746012571192;14.0;0.06666666666666667
208;[161, 209];0.9306158716248347;0.06190093064259124;0.04677123755431037;0.7099668737167832;0.2485200315499235;0.4117094301785864;16.0;0.22222222222222224;0.9423383283068838;0.049573975092536963;0.03606320888029055;0.9329350879565486;0.06252685030320915;0.09288240462431196;15.0;0.17777777777777778;0.9849269366259108;0.014582002312157885;0.023650652175329488;0.9566504715755689;0.042706726936618866;0.03741379267827219;17.0;0.06666666666666667;0.9155930203105519;0.08831779596902639;0.06861612222148446;0.9699870314266159;0.030004308271133782;0.010484361141825143;15.0;0.08888888888888889;0.954086741214247;0.04406368678843219;0.05323310430772829;0.8191579029073012;0.166956331334232;0.1257746012571192;14.0;0.06666666666666667
209;[162, 210];0.9394304433607633;0.05567575153633129;0.04380739970126528;0.7099668737167832;0.2485200315499235;0.4117094301785864;16.0;0.2;0.9378637114184373;0.054201646274789655;0.038958467671132195;0.9699870314266159;0.030004308271133782;0.03226768954473757;15.0;0.17777777777777778;0.9862778175706322;0.013390296195460298;0.020927368046124568;0.9566504715755689;0.042706726936618866;0.03741379267827219;17.0;0.06666666666666667;0.9405349530971154;0.06104465702224689;0.047519556842070314;0.9681905137485697;0.0323963030603238;0.016951229234097902;16.0;0.08888888888888889;0.9540867412142467;0.044063686788432185;0.052913134182479823;0.8625169447880242;0.14712370492236568;0.11281130250483563;14.0;0.06666666666666667
210;[163, 211];0.9459149795473778;0.05110513035403538;0.041664260408209475;0.699894111497973;0.25017682357615134;0.3850677625923424;16.0;0.2222222222222222;0.9466782831543661;0.04784702231013375;0.034625926336499364;0.9699870314266159;0.030004308271133782;0.022140574345707122;15.0;0.2;0.9842462102656;0.015583181110651498;0.02017694636741151;0.8314454838586239;0.16576716623440765;0.21551254573702172;17.0;0.06666666666666667;0.9580238902917136;0.04243418922227427;0.03628146714773018;0.8729584129369051;0.13850724725576719;0.0953036261724458;17.0;0.11111111111111112;0.9587696895964698;0.04049547486203247;0.044290354360440806;0.8625169447880242;0.14712370492236568;0.11281130250483563;14.0;0.06666666666666667
211;[164, 212];0.9514236124147778;0.04481437056172096;0.037962078743336014;0.7207534221664165;0.24116532247506456;0.36967461997594575;16.0;0.2222222222222222;0.9511529000428125;0.043141201340998275;0.03292874457331802;0.955398960984103;0.0412932566316014;0.019796870221593453;15.0;0.2;0.9763886214982426;0.02307198507951407;0.03163424624608055;0.9337851376692216;0.06368767510851152;0.06710871912035232;16.0;0.06666666666666667;0.9673033373903484;0.032224767363485174;0.02937493681299491;0.8729584129369051;0.13850724725576719;0.0953036261724458;17.0;0.13333333333333333;0.9525661618657228;0.04539526577385524;0.048771457986023926;0.8868528072345416;0.129247644263581;0.08754252143473515;14.0;0.06666666666666667
212;[165, 213];0.9449390762281636;0.04945875111374581;0.039309187907882806;0.8204962472123668;0.1701302089148274;0.29250583233659533;16.0;0.2222222222222222;0.9423383283068836;0.04957397509253695;0.036481889349684896;0.9699870314266159;0.030004308271133782;0.014369765543119136;15.0;0.2;0.9779092008467664;0.021668815531954287;0.02575933404745174;0.8993797615898733;0.09258834768265177;0.09313196980666916;16.0;0.044444444444444446;0.9776039357411201;0.02208158505364083;0.02067859188455753;0.8856014073204163;0.1303050980101671;0.07242724280527114;17.0;0.15555555555555556;0.940415254473843;0.057680715069443216;0.059604669892987266;0.6521625395659393;0.2508178497740138;0.3227736597469838;13.0;0.06666666666666667
213;[166, 214];0.9373988360557312;0.05767012663257859;0.04613876984444975;0.9329350879565487;0.06252685030320938;0.06874276982495706;15.0;0.2222222222222222;0.9398953187234692;0.05219864701515533;0.03369733748600065;0.9699870314266159;0.030004308271133782;0.03226768954473757;15.0;0.2;0.9727179165742916;0.026066355601337656;0.029271940143802154;0.9546444483376652;0.043298804452513315;0.04188633157707625;16.0;0.044444444444444446;0.9842462102656001;0.0155831811106515;0.013934820934326684;0.8635571681993488;0.1432438427554448;0.07850179406729366;17.0;0.13333333333333333;0.9347980881344514;0.061666110382878385;0.061660222051955094;0.6521625395659393;0.2508178497740138;0.3227736597469838;13.0;0.06666666666666667
214;[167, 215];0.9449390762281636;0.04945875111374581;0.039309187907882806;0.9329350879565487;0.06252685030320938;0.06874276982495706;15.0;0.2222222222222222;0.9549237142740469;0.03944032689590848;0.025182179663649242;0.9699870314266159;0.030004308271133782;0.014369765543119136;15.0;0.17777777777777778;0.9727179165742915;0.026066355601337653;0.035192798513991035;0.8340423126232713;0.16301782493737846;0.21651875293338801;16.0;0.044444444444444446;0.985766789614124;0.014156591822020587;0.013712894876198919;0.944007477192058;0.05302369343549271;0.028595479208968308;17.0;0.13333333333333333;0.9361489690791729;0.06060510476521898;0.06686371772334893;0.6521625395659393;0.2508178497740138;0.3227736597469838;13.0;0.06666666666666667
215;[168, 216];0.9268450573935999;0.06540816727168867;0.052419787293654985;0.8223773393621181;0.17115365265002777;0.19198729810778067;14.0;0.2222222222222222;0.9646680367353876;0.031634891989123864;0.020468331563848773;0.9337851376692218;0.06368767510851153;0.07323632180798839;16.0;0.17777777777777778;0.9636326324663973;0.03515481252363266;0.04871461048920854;0.9337851376692216;0.06368767510851198;0.053097831784164336;16.0;0.044444444444444446;0.9890265758888501;0.010969013845507754;0.008288211538596619;0.8982444017039272;0.12181148252849962;0.09999999999999999;17.0;0.13333333333333333;0.9432867147670883;0.055309798438237856;0.06286587696018467;0.6690905411707534;0.2511821229123904;0.341751709536137;14.0;0.06666666666666667
216;[169, 217];0.9110578649017802;0.07770491032909431;0.06402535630364174;0.8223773393621181;0.17115365265002777;0.19198729810778067;14.0;0.24444444444444446;0.96669964404042;0.029520633573886;0.019404924236190002;0.956650471575569;0.04270672693661887;0.04078114315939366;17.0;0.17777777777777778;0.9702749069908772;0.028843071041206522;0.03816215332964344;0.9337851376692216;0.06368767510851198;0.053097831784164336;16.0;0.044444444444444446;0.9903774568335717;0.00976725328441819;0.007182044886925159;0.8856014073204163;0.13030509801016818;0.11719876782219181;17.0;0.13333333333333333;0.9495005385817372;0.0490429016542973;0.05228492118376607;0.6690905411707534;0.2511821229123904;0.341751709536137;14.0;0.06666666666666667
217;[170, 218];0.9007703876108363;0.08419085028850253;0.06161134567152281;0.8467132018086354;0.1551882643916763;0.15065579750812805;14.0;0.26666666666666666;0.96669964404042;0.029520633573885294;0.013891818838535103;0.8635571681993488;0.14324384275544563;0.20101661672273502;17.0;0.17777777777777778;0.9603005650288958;0.037643994796931084;0.05009221858360527;0.9699870314266158;0.03000430827113378;0.03498124188397473;15.0;0.022222222222222223;0.9875059965403264;0.012405372984442392;0.010653579085560517;0.8856014073204163;0.13030509801016818;0.11719876782219181;17.0;0.13333333333333333;0.9495005385817372;0.0490429016542973;0.05228492118376607;0.6690905411707534;0.2511821229123904;0.341751709536137;14.0;0.06666666666666667
218;[171, 219];0.9032133971942506;0.08177344547092573;0.061238540758591954;0.8459327148072652;0.1540225574612224;0.15975993753461046;13.0;0.26666666666666666;0.9649604371142175;0.031203166064453093;0.019709682169843732;0.9337851376692218;0.06368767510851153;0.037566479268857145;16.0;0.17777777777777778;0.954086741214247;0.04406368678843219;0.05323310430772829;0.9475231583990614;0.05186115021048158;0.04510835708300518;15.0;0.022222222222222223;0.9875059965403264;0.012405372984442633;0.009308356060576763;0.8982444017039272;0.12181148252849962;0.09999999999999999;17.0;0.13333333333333333;0.9495005385817372;0.0490429016542973;0.05228492118376607;0.6690905411707534;0.2511821229123904;0.341751709536137;14.0;0.08888888888888889
219;[172, 220];0.9107536373666829;0.07409469610067798;0.05087544964218492;0.8467132018086354;0.1551882643916763;0.15065579750812805;14.0;0.26666666666666666;0.9629288298091854;0.03330984662777803;0.022447811375079875;0.9101663100395065;0.07964323437575208;0.05912533319524106;16.0;0.17777777777777778;0.954086741214247;0.04406368678843219;0.05323310430772829;0.9699870314266159;0.030004308271133782;0.03498124188397473;15.0;0.022222222222222223;0.9842462102656001;0.0155831811106515;0.013540957191201321;0.9681905137485697;0.0323963030603238;0.013343353718610623;16.0;0.15555555555555556;0.9495005385817372;0.0490429016542973;0.05228492118376607;0.6690905411707534;0.2511821229123904;0.341751709536137;14.0;0.08888888888888889
220;[173, 221];0.9107536373666829;0.07409469610067798;0.05087544964218492;0.6902069671624539;0.25003458866635325;0.3696254081461683;14.0;0.24444444444444446;0.9718057824233033;0.025937501562370277;0.013893465160951246;0.8232557641736383;0.16217120199733023;0.10970702749016037;16.0;0.15555555555555556;0.954086741214247;0.04406368678843219;0.05323310430772829;0.9329350879565486;0.06252685030320915;0.06843338576309793;15.0;0.022222222222222223;0.9857667896141238;0.014156591822020581;0.01416207553611184;0.8920665163323347;0.1261486654880414;0.11075073265834441;16.0;0.13333333333333333;0.9495005385817372;0.0490429016542973;0.05228492118376607;0.6690905411707534;0.2511821229123904;0.341751709536137;14.0;0.08888888888888889
