;Unnamed: 0;frame_time;total_pacotes;total_pacotes_icmp;total_pacotes_udp;total_pacotes_tcp;maior_pacote;menor_pacote;soma_pacotes;total_ips_origem;total_ips_destino;porta_origem_mais_frequente;porta_destino_mais_frequente;has_bot;has_bot_origem_destino
190;190;"0    Sep  6, 2018 09:53:20.116466000 -03
Name: time, dtype: object";76212;10;0;76180;90;60;4573588;13;38083;0;0;0;0
191;191;"0    Sep  6, 2018 09:54:20.294192000 -03
Name: time, dtype: object";75664;12;0;75634;110;60;4541360;21;37760;0;0;0;0
192;192;"0    Sep  6, 2018 09:55:20.079883000 -03
Name: time, dtype: object";75948;10;0;75912;90;60;4558108;21;37918;0;0;0;0
193;193;"0    Sep  6, 2018 09:56:20.203655000 -03
Name: time, dtype: object";75960;10;0;75924;90;60;4558736;23;37918;0;0;0;0
194;194;"0    Sep  6, 2018 09:57:20.196994000 -03
Name: time, dtype: object";76254;10;0;76210;90;60;4576244;22;38084;0;0;0;0
195;195;"0    Sep  6, 2018 09:58:20.076636000 -03
Name: time, dtype: object";75972;10;0;75934;110;60;4559664;24;37922;0;0;0;0
196;196;"0    Sep  6, 2018 09:59:20.268844000 -03
Name: time, dtype: object";75890;6;0;75860;90;60;4553944;11;37922;0;0;0;0
197;197;"0    Sep  6, 2018 10:00:20.193964000 -03
Name: time, dtype: object";76228;16;0;76178;110;60;4574628;20;38078;0;0;0;0
198;198;"0    Sep  6, 2018 10:01:20.079605000 -03
Name: time, dtype: object";75904;12;0;75874;90;60;4555108;16;37913;0;0;0;0
199;199;"0    Sep  6, 2018 10:02:20.333789000 -03
Name: time, dtype: object";75576;10;0;75540;110;60;4535452;13;37766;0;0;0;0
200;200;"0    Sep  6, 2018 10:03:20.018300000 -03
Name: time, dtype: object";76216;12;0;76186;110;60;4573706;14;38083;0;0;0;0
201;0;"0    Sep  6, 2018 10:04:20.086352000 -03
Name: time, dtype: object";76106;16;0;76058;90;60;4567692;23;38000;0;0;0;0
202;1;"0    Sep  6, 2018 10:05:20.000100000 -03
Name: time, dtype: object";75788;14;0;75752;90;60;4548412;21;37839;0;0;0;0
203;2;"0    Sep  6, 2018 10:06:20.079862000 -03
Name: time, dtype: object";76188;6;0;76164;90;60;4571884;10;38075;0;0;0;0
204;3;"0    Sep  6, 2018 10:07:20.078670000 -03
Name: time, dtype: object";75944;0;0;75924;90;60;4557784;11;37916;0;0;0;0
205;4;"0    Sep  6, 2018 10:08:20.067012000 -03
Name: time, dtype: object";75946;4;0;75886;90;60;4558374;16;37926;0;0;0;0
206;5;"0    Sep  6, 2018 10:09:20.099098000 -03
Name: time, dtype: object";75948;16;0;75894;90;60;4558358;21;37926;0;0;0;0
207;6;"0    Sep  6, 2018 10:10:20.085986000 -03
Name: time, dtype: object";75962;22;0;75896;110;60;4559492;25;37921;0;0;0;0
208;7;"0    Sep  6, 2018 10:11:20.141349000 -03
Name: time, dtype: object";75938;14;0;75876;90;60;4557542;25;37926;0;0;0;0
209;8;"0    Sep  6, 2018 10:12:20.116785000 -03
Name: time, dtype: object";76294;14;0;76220;117;60;4580472;23;38077;0;0;0;0
210;9;"0    Sep  6, 2018 10:13:20.077713000 -03
Name: time, dtype: object";75980;16;0;75902;90;60;4560776;23;37928;0;0;0;0
211;10;"0    Sep  6, 2018 10:14:20.179097000 -03
Name: time, dtype: object";75998;10;0;75928;145;60;4562416;21;37924;0;0;0;0
212;11;"0    Sep  6, 2018 10:15:20.147292000 -03
Name: time, dtype: object";76252;10;0;76192;90;60;4576710;17;38084;0;0;0;0
213;12;"0    Sep  6, 2018 10:16:20.093773000 -03
Name: time, dtype: object";75924;18;0;75866;182;60;4556962;22;37924;0;0;0;0
214;13;"0    Sep  6, 2018 10:17:20.439786000 -03
Name: time, dtype: object";75606;16;0;75542;110;60;4537800;20;37766;0;0;0;0
215;14;"0    Sep  6, 2018 10:18:20.011500000 -03
Name: time, dtype: object";76248;12;0;76184;90;60;4576404;15;38082;0;0;0;0
216;15;"0    Sep  6, 2018 10:19:20.454220000 -03
Name: time, dtype: object";75674;6;0;75604;90;60;4542514;16;37763;0;0;0;0
217;16;"0    Sep  6, 2018 10:20:20.148616000 -03
Name: time, dtype: object";75914;4;0;75856;90;60;4556140;11;37922;0;0;0;0
218;17;"0    Sep  6, 2018 10:21:20.127110000 -03
Name: time, dtype: object";76304;4;0;76238;90;60;4580108;19;38082;0;0;0;0
219;18;"0    Sep  6, 2018 10:22:20.136603000 -03
Name: time, dtype: object";75942;16;0;75860;90;60;4558324;21;37923;0;0;0;0
220;19;"0    Sep  6, 2018 10:23:20.163318000 -03
Name: time, dtype: object";75968;16;0;75892;90;60;4559968;24;37923;0;0;0;0
221;20;"0    Sep  6, 2018 10:24:20.146321000 -03
Name: time, dtype: object";75674;12;0;75596;90;60;4542460;22;37763;0;0;0;0
222;21;"0    Sep  6, 2018 10:25:20.086358000 -03
Name: time, dtype: object";76254;12;0;76180;90;60;4576788;17;38084;0;0;0;0
223;22;"0    Sep  6, 2018 10:26:20.046379000 -03
Name: time, dtype: object";76234;8;0;76172;90;60;4575378;15;38074;0;0;0;0
224;23;"0    Sep  6, 2018 10:27:20.031894000 -03
Name: time, dtype: object";75634;6;0;75566;90;60;4539780;16;37761;0;0;0;0
225;24;"0    Sep  6, 2018 10:28:20.200296000 -03
Name: time, dtype: object";75920;6;0;75854;110;60;4556892;11;37920;0;0;0;0
226;25;"0    Sep  6, 2018 10:29:20.206309000 -03
Name: time, dtype: object";76270;12;0;76200;90;60;4577982;19;38075;0;0;0;0
227;26;"0    Sep  6, 2018 10:30:20.157587000 -03
Name: time, dtype: object";75956;4;0;75888;90;60;4559086;16;37920;0;0;0;0
228;27;"0    Sep  6, 2018 10:31:20.213060000 -03
Name: time, dtype: object";75950;16;0;75872;145;60;4558880;21;37922;0;0;0;0
229;28;"0    Sep  6, 2018 10:32:20.327757000 -03
Name: time, dtype: object";75636;14;0;75566;145;60;4540312;15;37763;0;0;0;0
230;29;"0    Sep  6, 2018 10:33:20.015698000 -03
Name: time, dtype: object";75982;10;0;75918;145;60;4561248;18;37926;0;0;0;0
231;30;"0    Sep  6, 2018 10:34:20.085664000 -03
Name: time, dtype: object";76240;12;0;76200;90;60;4575590;16;38083;0;0;0;0
232;31;"0    Sep  6, 2018 10:35:20.205112000 -03
Name: time, dtype: object";75614;10;0;75562;145;60;4538268;17;37762;0;0;0;0
233;32;"0    Sep  6, 2018 10:36:20.086960000 -03
Name: time, dtype: object";75924;14;0;75882;90;60;4556642;18;37927;0;0;0;0
234;33;"0    Sep  6, 2018 10:37:20.072484000 -03
Name: time, dtype: object";76226;10;0;76176;90;60;4574578;15;38081;0;0;0;0
235;34;"0    Sep  6, 2018 10:38:20.120702000 -03
Name: time, dtype: object";75920;8;0;75864;90;60;4556526;12;37921;0;0;0;0
236;35;"0    Sep  6, 2018 10:39:20.131659000 -03
Name: time, dtype: object";76028;12;0;75952;110;60;4564146;18;37928;0;0;0;0
237;36;"0    Sep  6, 2018 10:40:20.133180000 -03
Name: time, dtype: object";76284;8;0;76220;90;60;4578718;20;38080;0;0;0;0
238;37;"0    Sep  6, 2018 10:41:20.316131000 -03
Name: time, dtype: object";75689;10;0;75621;90;60;4542746;15;37802;0;0;0;0
239;38;"0    Sep  6, 2018 10:42:20.000132000 -03
Name: time, dtype: object";76175;6;0;76107;90;60;4571982;20;38039;0;0;0;0
240;39;"0    Sep  6, 2018 10:43:20.150642000 -03
Name: time, dtype: object";76268;6;0;76200;90;60;4577770;19;38085;0;0;0;0
241;40;"0    Sep  6, 2018 10:44:20.503056000 -03
Name: time, dtype: object";75660;10;0;75586;90;60;4541688;19;37762;0;0;0;0
242;41;"0    Sep  6, 2018 10:45:20.170628000 -03
Name: time, dtype: object";76276;8;0;76210;90;60;4578222;20;38079;0;0;0;0
243;42;"0    Sep  6, 2018 10:46:20.170262000 -03
Name: time, dtype: object";76274;8;0;76204;182;60;4578558;19;38075;0;0;0;0
244;43;"0    Sep  6, 2018 10:47:20.520707000 -03
Name: time, dtype: object";75640;20;0;75570;90;60;4540220;23;37758;0;0;0;0
245;44;"0    Sep  6, 2018 10:48:20.193539000 -03
Name: time, dtype: object";76030;10;0;75968;90;60;4564162;19;37924;0;0;0;0
246;45;"0    Sep  6, 2018 10:49:20.124497000 -03
Name: time, dtype: object";76622;8;0;76554;90;60;4599186;16;38244;0;0;0;0
247;46;"0    Sep  6, 2018 10:50:20.722580000 -03
Name: time, dtype: object";75618;2;0;75562;90;60;4538582;14;37754;0;0;0;0
248;47;"0    Sep  6, 2018 10:51:20.391954000 -03
Name: time, dtype: object";75606;14;0;75534;90;60;4538030;18;37760;0;0;0;0
249;48;"0    Sep  6, 2018 10:52:20.116818000 -03
Name: time, dtype: object";76576;10;0;76506;110;60;4596310;22;38238;0;0;0;0
250;49;"0    Sep  6, 2018 10:53:20.004330000 -03
Name: time, dtype: object";75960;18;0;75894;90;60;4559566;22;37916;0;0;0;0
251;50;"0    Sep  6, 2018 10:54:20.539953000 -03
Name: time, dtype: object";75636;12;0;75568;110;60;4539996;21;37760;0;0;0;0
252;51;"0    Sep  6, 2018 10:55:20.204604000 -03
Name: time, dtype: object";75928;10;0;75864;145;60;4557374;18;37922;0;0;0;0
253;52;"0    Sep  6, 2018 10:56:20.021918000 -03
Name: time, dtype: object";76596;14;0;76532;90;60;4597458;23;38247;0;0;0;0
254;53;"0    Sep  6, 2018 10:57:20.537841000 -03
Name: time, dtype: object";75600;10;0;75538;90;60;4537434;14;37758;0;0;0;0
255;54;"0    Sep  6, 2018 10:58:20.200243000 -03
Name: time, dtype: object";75954;14;0;75886;182;60;4559306;19;37925;0;0;0;0
256;55;"0    Sep  6, 2018 10:59:20.025305000 -03
Name: time, dtype: object";76240;8;0;76182;90;60;4575750;11;38082;0;0;0;0
257;56;"0    Sep  6, 2018 11:00:20.000042000 -03
Name: time, dtype: object";75950;12;0;75888;90;60;4558584;21;37919;0;0;0;0
258;57;"0    Sep  6, 2018 11:01:20.210404000 -03
Name: time, dtype: object";75906;6;0;75866;90;60;4555318;14;37925;0;0;0;0
259;58;"0    Sep  6, 2018 11:02:20.102442000 -03
Name: time, dtype: object";76236;6;0;76180;90;60;4575590;17;38079;0;0;0;0
260;59;"0    Sep  6, 2018 11:03:20.081665000 -03
Name: time, dtype: object";75932;6;0;75860;145;60;4557646;15;37915;0;0;0;0
261;60;"0    Sep  6, 2018 11:04:20.195590000 -03
Name: time, dtype: object";75912;8;0;75852;90;60;4556226;14;37920;0;0;0;0
262;61;"0    Sep  6, 2018 11:05:20.302995000 -03
Name: time, dtype: object";75766;20;0;75702;90;60;4547440;22;37844;0;0;0;0
263;62;"0    Sep  6, 2018 11:06:20.000146000 -03
Name: time, dtype: object";76134;6;0;76072;90;60;4569722;19;38004;0;0;0;0
264;63;"0    Sep  6, 2018 11:07:20.230757000 -03
Name: time, dtype: object";76312;20;0;76242;90;60;4580934;22;38078;0;0;0;0
265;64;"0    Sep  6, 2018 11:08:20.114810000 -03
Name: time, dtype: object";75636;12;0;75566;110;60;4540166;18;37759;0;0;0;0
266;65;"0    Sep  6, 2018 11:09:20.035833000 -03
Name: time, dtype: object";76244;14;0;76176;110;60;4576358;22;38075;0;0;0;0
267;66;"0    Sep  6, 2018 11:10:20.210723000 -03
Name: time, dtype: object";75934;10;0;75868;90;60;4557510;20;37920;0;0;0;0
268;67;"0    Sep  6, 2018 11:11:20.051031000 -03
Name: time, dtype: object";75940;6;0;75868;110;60;4558038;16;37925;0;0;0;0
269;68;"0    Sep  6, 2018 11:12:20.126471000 -03
Name: time, dtype: object";75962;8;0;75896;90;60;4559610;18;37923;0;0;0;0
270;69;"0    Sep  6, 2018 11:13:20.023585000 -03
Name: time, dtype: object";76286;12;0;76222;90;60;4579022;20;38080;0;0;0;0
271;70;"0    Sep  6, 2018 11:14:20.101250000 -03
Name: time, dtype: object";75920;12;0;75858;90;60;4556664;15;37921;0;0;0;0
272;71;"0    Sep  6, 2018 11:15:20.353735000 -03
Name: time, dtype: object";75642;10;0;75568;145;60;4540548;16;37758;0;0;0;0
273;72;"0    Sep  6, 2018 11:16:20.037242000 -03
Name: time, dtype: object";76548;6;0;76496;90;60;4594264;11;38244;0;0;0;0
274;73;"0    Sep  6, 2018 11:17:20.111729000 -03
Name: time, dtype: object";75916;12;0;75856;110;60;4556478;14;37922;0;0;0;0
275;74;"0    Sep  6, 2018 11:18:20.622893000 -03
Name: time, dtype: object";75610;14;0;75548;90;60;4538270;16;37760;0;0;0;0
276;75;"0    Sep  6, 2018 11:19:20.291758000 -03
Name: time, dtype: object";75940;14;0;75866;90;60;4558166;18;37914;0;0;0;0
277;76;"0    Sep  6, 2018 11:20:20.038281000 -03
Name: time, dtype: object";76274;14;0;76208;90;60;4578264;19;38086;0;0;0;0
278;77;"0    Sep  6, 2018 11:21:20.022651000 -03
Name: time, dtype: object";75998;6;0;75930;90;60;4562076;18;37921;0;0;0;0
279;78;"0    Sep  6, 2018 11:22:20.343530000 -03
Name: time, dtype: object";75640;4;0;75572;145;60;4540384;16;37763;0;0;0;0
280;79;"0    Sep  6, 2018 11:23:20.034761000 -03
Name: time, dtype: object";76592;12;0;76524;90;60;4597452;17;38234;0;0;0;0
281;80;"0    Sep  6, 2018 11:24:20.000041000 -03
Name: time, dtype: object";76038;8;0;75980;90;60;4564396;21;37934;0;0;0;0
282;81;"0    Sep  6, 2018 11:25:20.003307000 -03
Name: time, dtype: object";75682;10;0;75626;110;60;4543018;18;37765;0;0;0;0
283;82;"0    Sep  6, 2018 11:26:20.084236000 -03
Name: time, dtype: object";76238;6;0;76180;90;60;4575598;11;38077;0;0;0;0
284;83;"0    Sep  6, 2018 11:27:20.046453000 -03
Name: time, dtype: object";75940;2;0;75890;90;60;4557804;16;37925;0;0;0;0
285;84;"0    Sep  6, 2018 11:28:20.038405000 -03
Name: time, dtype: object";75816;8;0;75744;90;60;4550660;20;37850;0;0;0;0
286;85;"0    Sep  6, 2018 11:29:20.000107000 -03
Name: time, dtype: object";76426;14;0;76346;90;60;4587408;20;38156;0;0;0;0
287;86;"0    Sep  6, 2018 11:30:20.064742000 -03
Name: time, dtype: object";75936;8;0;75866;90;60;4557790;18;37922;0;0;0;0
288;87;"0    Sep  6, 2018 11:31:20.420453000 -03
Name: time, dtype: object";75630;16;0;75546;90;60;4539746;18;37758;0;0;0;0
289;88;"0    Sep  6, 2018 11:32:20.088035000 -03
Name: time, dtype: object";76252;10;0;76178;90;60;4576902;14;38087;0;0;0;0
290;89;"0    Sep  6, 2018 11:33:20.101186000 -03
Name: time, dtype: object";75950;8;0;75882;162;60;4559106;17;37923;0;0;0;0
291;90;"0    Sep  6, 2018 11:34:20.432863000 -03
Name: time, dtype: object";75584;6;0;75538;110;60;4536168;13;37761;0;0;0;0
292;91;"0    Sep  6, 2018 11:35:20.265332000 -03
Name: time, dtype: object";75970;8;0;75914;145;60;4560070;18;37926;0;0;0;0
293;92;"0    Sep  6, 2018 11:36:20.067578000 -03
Name: time, dtype: object";76632;14;0;76560;90;60;4599956;23;38241;0;0;0;0
294;93;"0    Sep  6, 2018 11:37:20.606376000 -03
Name: time, dtype: object";75616;4;0;75560;90;60;4538586;13;37763;0;0;0;0
295;94;"0    Sep  6, 2018 11:38:20.260685000 -03
Name: time, dtype: object";75922;6;0;75856;162;60;4556892;12;37923;0;0;0;0
296;95;"0    Sep  6, 2018 11:39:20.127871000 -03
Name: time, dtype: object";76264;16;0;76194;90;60;4577642;20;38077;0;0;0;0
297;96;"0    Sep  6, 2018 11:40:20.498510000 -03
Name: time, dtype: object";75648;2;0;75578;90;60;4540688;16;37764;0;0;0;0
298;97;"0    Sep  6, 2018 11:41:20.121832000 -03
Name: time, dtype: object";76260;8;0;76186;110;60;4577258;14;38081;0;0;0;0
299;98;"0    Sep  6, 2018 11:42:20.199623000 -03
Name: time, dtype: object";76256;10;0;76182;145;60;4577262;17;38085;0;0;0;0
300;99;"0    Sep  6, 2018 11:43:20.518543000 -03
Name: time, dtype: object";75692;14;0;75624;90;60;4543616;24;37762;0;0;0;0
301;100;"0    Sep  6, 2018 11:44:20.192811000 -03
Name: time, dtype: object";75930;6;0;75864;110;60;4557296;14;37923;0;0;1;1
302;101;"0    Sep  6, 2018 11:45:20.249614000 -03
Name: time, dtype: object";76274;12;0;76210;110;60;4578000;20;38077;0;0;1;1
303;102;"0    Sep  6, 2018 11:46:20.489814000 -03
Name: time, dtype: object";75612;6;0;75544;145;60;4538388;12;37761;0;0;1;1
304;103;"0    Sep  6, 2018 11:47:20.173080000 -03
Name: time, dtype: object";76278;6;0;76214;90;60;4578310;15;38080;0;0;1;1
305;104;"0    Sep  6, 2018 11:48:20.272242000 -03
Name: time, dtype: object";76270;12;0;76196;90;60;4577826;20;38078;0;0;1;1
306;105;"0    Sep  6, 2018 11:49:20.546816000 -03
Name: time, dtype: object";75630;6;0;75554;90;60;4539448;16;37762;0;0;1;1
307;106;"0    Sep  6, 2018 11:50:20.231201000 -03
Name: time, dtype: object";76236;6;0;76176;90;60;4575540;13;38078;0;0;1;1
308;107;"0    Sep  6, 2018 11:51:20.307647000 -03
Name: time, dtype: object";75998;10;0;75920;145;60;4562332;18;37916;0;0;1;1
309;108;"0    Sep  6, 2018 11:52:20.025807000 -03
Name: time, dtype: object";75998;8;0;75930;90;60;4561950;17;37926;0;0;1;1
310;109;"0    Sep  6, 2018 11:53:20.300146000 -03
Name: time, dtype: object";76264;16;0;76190;90;60;4577580;26;38076;0;0;1;1
311;110;"0    Sep  6, 2018 11:54:20.338130000 -03
Name: time, dtype: object";75680;22;0;75602;90;60;4542944;31;37758;0;0;1;1
312;111;"0    Sep  6, 2018 11:55:20.084038000 -03
Name: time, dtype: object";75972;14;0;75888;145;60;4560520;19;37924;0;0;1;1
313;112;"0    Sep  6, 2018 11:56:20.067569000 -03
Name: time, dtype: object";76254;4;0;76190;90;60;4576868;14;38080;0;0;1;1
314;113;"0    Sep  6, 2018 11:57:20.000112000 -03
Name: time, dtype: object";75930;2;0;75868;90;60;4557272;16;37924;0;0;1;1
315;114;"0    Sep  6, 2018 11:58:20.142548000 -03
Name: time, dtype: object";75932;12;0;75858;110;60;4557668;19;37920;0;0;1;1
316;115;"0    Sep  6, 2018 11:59:20.277741000 -03
Name: time, dtype: object";75960;16;0;75880;90;60;4559686;16;37923;0;0;1;1
317;116;"0    Sep  6, 2018 12:00:20.456661000 -03
Name: time, dtype: object";75606;2;0;75544;90;60;4537726;13;37761;0;0;1;1
318;117;"0    Sep  6, 2018 12:01:20.145868000 -03
Name: time, dtype: object";76302;6;0;76224;90;60;4580214;18;38082;0;0;1;1
319;118;"0    Sep  6, 2018 12:02:20.057952000 -03
Name: time, dtype: object";76282;14;0;76212;90;60;4578826;22;38082;0;0;1;1
320;119;"0    Sep  6, 2018 12:03:20.051250000 -03
Name: time, dtype: object";75648;6;0;75574;145;60;4541034;15;37765;0;0;1;1
321;120;"0    Sep  6, 2018 12:04:20.208192000 -03
Name: time, dtype: object";75926;6;0;75856;90;60;4557142;12;37925;0;0;1;1
322;121;"0    Sep  6, 2018 12:05:20.279944000 -03
Name: time, dtype: object";75946;10;0;75882;90;60;4558388;14;37924;0;0;1;1
323;122;"0    Sep  6, 2018 12:06:20.048627000 -03
Name: time, dtype: object";76266;8;0;76192;90;60;4577846;16;38081;0;0;1;1
324;123;"0    Sep  6, 2018 12:07:20.281278000 -03
Name: time, dtype: object";76042;4;0;75966;90;60;4565122;16;37919;0;0;1;1
325;124;"0    Sep  6, 2018 12:08:20.282821000 -03
Name: time, dtype: object";75942;2;0;75872;90;60;4558284;12;37922;0;0;1;1
326;125;"0    Sep  6, 2018 12:09:20.090482000 -03
Name: time, dtype: object";76284;4;0;76214;90;60;4578860;14;38087;0;0;1;1
327;126;"0    Sep  6, 2018 12:10:20.350876000 -03
Name: time, dtype: object";75622;10;0;75546;145;60;4539342;16;37762;0;0;1;1
328;127;"0    Sep  6, 2018 12:11:20.031362000 -03
Name: time, dtype: object";76306;10;0;76230;90;60;4580338;20;38082;0;0;1;1
329;128;"0    Sep  6, 2018 12:12:20.202823000 -03
Name: time, dtype: object";75906;2;0;75858;110;60;4555576;10;37920;0;0;1;1
330;129;"0    Sep  6, 2018 12:13:20.372762000 -03
Name: time, dtype: object";75660;18;0;75580;110;60;4541752;18;37763;0;0;1;1
331;130;"0    Sep  6, 2018 12:14:20.034011000 -03
Name: time, dtype: object";76292;16;0;76212;90;60;4579668;19;38076;0;0;1;1
332;131;"0    Sep  6, 2018 12:15:20.170228000 -03
Name: time, dtype: object";76246;4;0;76182;90;60;4576124;13;38080;0;0;1;1
333;132;"0    Sep  6, 2018 12:16:20.384153000 -03
Name: time, dtype: object";75620;2;0;75560;90;60;4538780;12;37763;0;0;1;1
334;133;"0    Sep  6, 2018 12:17:20.053158000 -03
Name: time, dtype: object";75944;14;0;75860;90;60;4558558;13;37923;0;0;1;1
335;134;"0    Sep  6, 2018 12:18:20.025723000 -03
Name: time, dtype: object";76674;14;0;76588;90;60;4603010;22;38240;0;0;1;1
336;135;"0    Sep  6, 2018 12:19:20.403309000 -03
Name: time, dtype: object";75664;12;0;75576;90;60;4541980;19;37758;0;0;1;1
337;136;"0    Sep  6, 2018 12:20:20.072813000 -03
Name: time, dtype: object";75950;14;0;75856;90;60;4558924;19;37918;0;0;1;1
338;137;"0    Sep  6, 2018 12:21:20.073367000 -03
Name: time, dtype: object";76646;8;0;76568;90;60;4600892;23;38243;0;0;1;1
339;138;"0    Sep  6, 2018 12:22:20.449769000 -03
Name: time, dtype: object";75632;8;0;75544;90;60;4539806;17;37759;0;0;1;1
340;139;"0    Sep  6, 2018 12:23:20.134281000 -03
Name: time, dtype: object";75966;4;0;75884;90;60;4559962;16;37920;0;0;1;1
341;140;"0    Sep  6, 2018 12:24:20.087672000 -03
Name: time, dtype: object";75944;6;0;75884;90;60;4558430;15;37920;0;0;1;1
342;141;"0    Sep  6, 2018 12:25:20.140018000 -03
Name: time, dtype: object";75634;12;0;75558;90;60;4540006;19;37754;0;0;1;1
343;142;"0    Sep  6, 2018 12:26:20.037725000 -03
Name: time, dtype: object";76302;10;0;76238;110;60;4580104;22;38079;0;0;1;1
344;143;"0    Sep  6, 2018 12:27:20.027901000 -03
Name: time, dtype: object";76268;12;0;76188;110;60;4577918;17;38084;0;0;1;1
345;144;"0    Sep  6, 2018 12:28:20.370885000 -03
Name: time, dtype: object";75618;16;0;75544;90;60;4538738;23;37761;0;0;1;1
346;145;"0    Sep  6, 2018 12:29:20.035759000 -03
Name: time, dtype: object";76322;10;0;76246;145;60;4581598;21;38086;0;0;1;1
347;146;"0    Sep  6, 2018 12:30:20.122899000 -03
Name: time, dtype: object";76010;12;0;75932;145;60;4562948;21;37923;0;0;1;1
348;147;"0    Sep  6, 2018 12:31:20.091097000 -03
Name: time, dtype: object";76036;8;0;75968;145;60;4564678;19;37928;0;0;1;1
349;148;"0    Sep  6, 2018 12:32:20.021602000 -03
Name: time, dtype: object";75634;16;0;75556;110;60;4539824;18;37759;0;0;1;1
350;149;"0    Sep  6, 2018 12:33:20.019816000 -03
Name: time, dtype: object";76592;18;0;76512;90;60;4597422;18;38238;0;0;1;1
351;150;"0    Sep  6, 2018 12:34:20.127972000 -03
Name: time, dtype: object";75916;6;0;75848;90;60;4556478;11;37915;0;0;1;1
352;151;"0    Sep  6, 2018 12:35:20.392049000 -03
Name: time, dtype: object";75632;8;0;75560;90;60;4539894;16;37762;0;0;1;1
353;152;"0    Sep  6, 2018 12:36:20.051738000 -03
Name: time, dtype: object";76248;8;0;76176;90;60;4576538;14;38079;0;0;1;1
354;153;"0    Sep  6, 2018 12:37:20.122662000 -03
Name: time, dtype: object";76266;14;0;76182;90;60;4577872;16;38079;0;0;1;1
355;154;"0    Sep  6, 2018 12:38:20.361520000 -03
Name: time, dtype: object";75602;4;0;75544;90;60;4537548;14;37760;0;0;1;1
356;155;"0    Sep  6, 2018 12:39:20.058927000 -03
Name: time, dtype: object";75930;14;0;75854;90;60;4557566;17;37919;0;0;1;1
357;156;"0    Sep  6, 2018 12:40:20.136131000 -03
Name: time, dtype: object";75950;10;0;75888;110;60;4558794;16;37919;0;0;1;1
358;157;"0    Sep  6, 2018 12:41:20.010948000 -03
Name: time, dtype: object";76268;24;0;76180;90;60;4577994;23;38083;0;0;1;1
359;158;"0    Sep  6, 2018 12:42:20.124378000 -03
Name: time, dtype: object";75988;6;0;75916;145;60;4561558;16;37925;0;0;1;1
360;159;"0    Sep  6, 2018 12:43:20.351506000 -03
Name: time, dtype: object";75612;10;0;75538;90;60;4538376;15;37764;0;0;1;1
361;160;"0    Sep  6, 2018 12:44:20.021708000 -03
Name: time, dtype: object";76242;6;0;76186;90;60;4575784;15;38082;0;0;1;1
362;161;"0    Sep  6, 2018 12:45:20.151131000 -03
Name: time, dtype: object";76242;12;0;76180;145;60;4576142;15;38079;0;0;1;1
363;162;"0    Sep  6, 2018 12:46:20.366525000 -03
Name: time, dtype: object";75622;6;0;75572;90;60;4538610;15;37762;0;0;1;1
364;163;"0    Sep  6, 2018 12:47:20.040199000 -03
Name: time, dtype: object";76252;2;0;76196;145;60;4576482;17;38081;0;0;1;1
365;164;"0    Sep  6, 2018 12:48:20.175378000 -03
Name: time, dtype: object";76228;14;0;76170;90;60;4574884;16;38074;0;0;1;1
366;165;"0    Sep  6, 2018 12:49:20.429989000 -03
Name: time, dtype: object";75620;6;0;75554;90;60;4538776;11;37760;0;0;1;1
367;166;"0    Sep  6, 2018 12:50:20.117693000 -03
Name: time, dtype: object";75984;12;0;75904;90;60;4561174;19;37921;0;0;1;1
368;167;"0    Sep  6, 2018 12:51:20.034486000 -03
Name: time, dtype: object";76620;8;0;76554;90;60;4599086;13;38243;0;0;1;1
369;168;"0    Sep  6, 2018 12:52:20.514754000 -03
Name: time, dtype: object";75718;16;0;75636;90;60;4545642;21;37759;0;0;1;1
370;169;"0    Sep  6, 2018 12:53:20.410547000 -03
Name: time, dtype: object";75644;4;0;75574;90;60;4540482;15;37760;0;0;1;1
371;170;"0    Sep  6, 2018 12:54:20.074250000 -03
Name: time, dtype: object";76242;0;0;76174;90;60;4576036;9;38076;0;0;1;1
372;171;"0    Sep  6, 2018 12:55:20.018058000 -03
Name: time, dtype: object";75936;6;0;75864;90;60;4557900;14;37919;0;0;1;1
373;172;"0    Sep  6, 2018 12:56:20.041091000 -03
Name: time, dtype: object";75608;6;0;75542;90;60;4537930;16;37752;0;0;1;1
374;173;"0    Sep  6, 2018 12:57:20.091131000 -03
Name: time, dtype: object";76374;14;0;76290;90;60;4584352;16;38138;0;0;1;1
375;174;"0    Sep  6, 2018 12:58:20.000002000 -03
Name: time, dtype: object";76142;12;0;76078;90;60;4569986;20;38023;0;0;1;1
376;175;"0    Sep  6, 2018 12:59:20.430062000 -03
Name: time, dtype: object";75616;6;0;75548;90;60;4538566;18;37756;0;0;1;1
377;176;"0    Sep  6, 2018 13:00:20.097812000 -03
Name: time, dtype: object";75942;10;0;75872;90;60;4558270;18;37912;0;0;1;1
378;177;"0    Sep  6, 2018 13:01:20.004186000 -03
Name: time, dtype: object";76302;10;0;76236;90;60;4580224;19;38075;0;0;1;1
379;178;"0    Sep  6, 2018 13:02:20.095424000 -03
Name: time, dtype: object";75930;14;0;75854;90;60;4557658;17;37919;0;0;1;1
380;179;"0    Sep  6, 2018 13:03:20.109453000 -03
Name: time, dtype: object";75922;4;0;75860;90;60;4556814;12;37923;0;0;1;1
381;180;"0    Sep  6, 2018 13:04:20.152469000 -03
Name: time, dtype: object";13886;4;0;13866;87;60;833584;7;6935;0;0;1;1
